id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
1361	1	"1361-divine-spirit"	6	[]	5	5	1635	1	"Jim Pavelec"	2	"천상의 정신"	"하수인의 생명력을 2배 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90b5f80d59088d4a8766f57d9afa2a4a057acca36e9b2717d5b38cb8202302a7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f8382e9160ea2ea37cfa20b5abddb448fd3b9cade46ce36655908fe8db6df0d.png"	"골칫거리 2배, 재미도 2배!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c283806e5066d21be3a47488f97d8ad09da38462033378611b8c70c32a94ade.png"	{"relevant":true,"constructed":true}
78085	1	"78085-divine-toll"	5	[]	5	5	1691	3	"Zoltan Boros"	7	"천상의 종"	"아군 하수인들에게 +2/+2를 부여하거나 적 하수인들에게 피해를 2씩 주는 광선 5개를 무작위 하수인들에게 발사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/51cbafbdaa23e9dc9ab16060e55d1b5d5210753a99b447452172e56b96e183ba.png"	""	"어떤 종소리인지 듣기만 해서는 구분할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9890697f00688e656ca6a72d61fafeb9a183a9db7c7cc69edd5520b33d74c27.png"	{"relevant":true,"constructed":true}
38749	1	"38749-divine-strength"	5	[]	5	5	21	1	"Eva Widermann"	1	"천상의 힘"	"하수인에게 +1/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/919d4d067c07f1cb34d427de7c77d141db898b0f2bf92f311d36d19d1247afdd.png"	""	"매년 열리는 서부 몰락지대 역도 대회에서는 천상의 힘 주문을 몰래 사용하다 적발되는 성기사들이 종종 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7120977c059430e37168501d2bdb26e7878c170326afa9de88a6919beb74cf3a.png"	{"relevant":true,"constructed":true}
63040	1	"63040-celestial-alignment"	2	[]	1	5	1525	4	"Gustav Schmidt"	8	"천체의 정렬"	"내 마나 수정을 0개로 만들고, 내 손과 덱에 있는 모든 카드의 비용은 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b763de481c66bf333719fd6d51da5a7308ac0c03cd29f5005d73c8a34d01c1d4.png"	""	"\"제 덱 좋나요?\" \"그럼 저 별들처럼 잘 맞아 떨어진다면요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6ea9a5ec8348562c6f0c7c240a83c1a5a150a25368c9c2ff18c99853c113776.png"	{"relevant":true,"constructed":true}
70025	1	"70025-bless"	6	[]	5	5	1626	3	"BOSi Studio"	2	"축복"	"하수인에게 생명력을 +2 부여하고 그 하수인의 공격력을 생명력과 같은 수치로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e84e0c7d45205bedb00f9d21dc749ac6fb03e75ada443ecf3ad438bb6ca58db.png"	""	"축복은 나눌수록 커지잖아요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b84e6e371aabc0f2a2040d07763014326a27da0de78ef0b81c9fa6baca465fd3.png"	{"relevant":true,"constructed":true}
1522	1	"1522-blessed-champion"	5	[]	5	5	3	3	"Tyler Walpole"	5	"축복받은 용사"	"하수인의 공격력을 2배 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84a943597ca3dfd0b79fc490989b6d1f950f47b149b2b118382bef741a81edd6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b71a8be8bbf95cfcd28c6974f1f308eebf0227aef9aa41f656e6cebd1f7410a.png"	"맞는 사람에게는 2배의 고통을! 공격하는 사람에게는 2배의 행복을!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4414b5c913b0bce6063f115ff7d423f520259df2df350bc187672b944800c34e.png"	{"relevant":true,"constructed":true}
1362	1	"1362-circle-of-healing"	6	[]	5	5	3	1	"Daarken"	0	"치유의 마법진"	"<b>모든</b> 하수인의 생명력을 4 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f56d2f9315f7c75c8d67e46550e02d09df406bdd803c155571229b0cbc423fd5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c172b02a864f5a90c1588820263897e6b1982977889e384da0df72740afbc0fa.png"	"마법진이라고 해서 땅에 뭘 그리거나 하는 건 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52e625a73d1f965857ff76b56c2cbba4a7d7a513e080b20e55dbcd1c500aebc5.png"	{"relevant":true,"constructed":true}
46067	1	"46067-healing-rain"	8	[]	4	5	1004	1	"Hideaki Takamura"	3	"치유의 비"	"모든 아군 캐릭터에게 12의 생명력을 무작위로 나누어 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc4b332dc254c5257fd5b6deafc71a58f3bb2c237b36c504a000c9f58979d7ec.png"	""	"각성 효과가 5시간이 넘습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae179268c0c108e59c51787b815159bb3b7a24969574963b4b05172366ee2f90.png"	{"relevant":true,"constructed":true}
773	1	"773-healing-touch"	2	[]	4	5	1635	2	"Cyril Van Der Haegen"	3	"치유의 손길"	"생명력을 8 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8592ebab9aacaf081a2bcc7a06ac1cf417df7d74d140ad8005da00a3abfde5eb.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fee380d657a87471b3620d54f41edbd308a75d82e2f6730f1b1ec3faef0dcc2c.png"	"생명력 8... 더 망설일 거 있나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3e26a61159bb0be8fcb4b925de6bba5833ad0b523a02e0ab879d093e3f5c9eb.png"	{"relevant":true,"constructed":true}
2041	1	"2041-cobra-shot"	3	[]	4	5	13	1	"Howard Lyon"	4	"코브라 사격"	"하수인과 적 영웅에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c14c97100dc7ffd65c99dd466bf14a9b4eb5342583f842cc5ca8918ac4dfb9a1.png"	""	"코브라 사격은 코브라 일격보다 네 배 아픕니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f3860ee4b054cf08cfc486ea056832ed2938e2b5ef1f2578064de0f43edde97.png"	{"relevant":true,"constructed":true}
84395	1	"84395-for-quelthalas"	5	[]	5	5	1776	3	"Caroline Gariba"	2	"쿠엘탈라스를 위하여!"	"아군 하수인에게 공격력을 +3 부여하고 이번 턴에 내 영웅에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ede83d423fc16e4b4615a1b976a410abcdb8a978bab5f923c6ac9f23aec17587.png"	""	"크웰... 아니, 쿠웰... 크엘... 에잇, 도시를 위하여!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/882f184372e06b55d1b00916d58ec6a665b70254623379c5690140db2ead8a59.png"	{"relevant":true,"constructed":true}
61179	1	"61179-mask-of-cthun"	4	[]	6	5	1466	3	"Ware Lee"	7	"크툰의 가면"	"모든 적에게 10의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c69fb6f0cfb564441f402b5612b5a754c8486d47244a8071ce9cb23e464874a.png"	""	"가면을 쓰는 자, 곧 가면 자체가 되리니. 이글대는 눈으로 진실을 마주하리라."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b1550df83cf5e37f3f8ceef47606bdc9437a353a3cca08da8c418190a387bfbf.png"	{"relevant":true,"constructed":true}
84296	1	"84296-blazing-power"	10	[]	2	5	1776	1	"Luca Zontini"	2	"타오르는 힘"	"하수인에게 +1/+1을 부여합니다. 피해를 받은 아군 캐릭터의 수만큼 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bf977b5798cd0b1fbe0ad9e0681997f251d867096dda54d10d4e452c7eb1fce.png"	""	"상처에 직접 열을 가하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bebbe932536979fc410d0880b9e85a83fc2132ed8e306ab5c1356e561a733be8.png"	{"relevant":true,"constructed":true}
76982	1	"76982-primordial-wave"	8	[]	4	5	1691	4	"Zoltan Boros"	3	"태고의 파도"	"적 하수인들을 비용이 (1) 낮은 무작위 하수인들로, 아군 하수인들을 비용이 (1) 높은 무작위 하수인들로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7423fa4d073df42596ef734ccee1e929ce91ba8c4602a95c52e354ef43d56890.png"	""	"다시 태어나!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9920e74cd95002d2cbc9b70af13d0ffc9d2a6066986a1cb3544633e3f02d5148.png"	{"relevant":true,"constructed":true}
86228	1	"86228-the-sunwell"	12	[]	5	5	1776	5	"Michaela Nienaber"	9	"태양샘"	"내 손을 무작위 주문으로 가득 채웁니다. 내 손에 있는 다른 카드 1장당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/999f42fd0c41df91b90a5da6ba81a704eb5df1eb3d6b0e50aa2fbddbc7ccd3be.png"	""	"리치 왕은 이미 태양샘의 빛을 꺼트린 전적이 있습니다. 태양샘을 지켜내려면 실버문은 전력을 다해야 할 겁니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1215d9ef97f290d676900e597771fac5d67d795c4b6ace950b6ad1624de1ce2f.png"	{"relevant":true,"constructed":true}
53978	1	"53978-totemic-surge"	8	[]	4	5	1158	1	"Servando Lupini"	0	"토템의 위력"	"내 토템들에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3dac817b1e6239c97ed8700619983cd3ef7cef873294f8a7ff9b360344d6d1f7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c21bde7909873e1b44585fdf99f19986754a0c3a4749377d888ba059831886f.png"	"다른 갈래의 주술이 아닙니다. 그냥 사악해 보이는 눈썹만 그려 넣은 것일 뿐이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8782984d3b9fdcae77dea9a7eed86de2a549b14f366b44eb8a2780bb8d28bd7c.png"	{"relevant":true,"constructed":true}
58976	1	"58976-devolving-missiles"	12	[4,8]	1	5	1443	4	"Matt Dixon"	1	"퇴화의 화살"	"대상을 비용이 (1) 낮은 무작위 하수인으로 변신시키는 화살 세 개를 무작위 적 하수인들에게 발사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b598efde897e34697a6b90435082c08d169f7e5232aaf1ab7a42df1e6fe5bc38.png"	""	"대부분의 친선 주문 대결은 위습이 가득해지는 것으로 끝납니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b3989ed81ea484a6867766276d895f2e92e3530114eddb059657609bed24b4a.png"	{"relevant":true,"constructed":true}
38770	1	"38770-doom"	9	[]	6	5	21	4	"Raymond Swanland"	10	"파멸!"	"<b>모든</b> 하수인을 처치합니다. 처치한만큼 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/606d9d2e54815b4017cdd09e4f323c22beb91a7370267cc7bb58c8425ca873f4.png"	""	"원래는 \"파며어어어어얼!\"이라고 이름을 지으려 했지만 밀하우스 마나스톰이 저작권을 물고 늘어져서 평이하게 바뀌었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e95d6686f665d2713756688c5056cabd86b22abf0f7a1bdff971283d0a791fef.png"	{"relevant":true,"constructed":true}
2999	1	"2999-excavated-evil"	6	[]	6	5	20	3	"Raymond Swanland"	5	"파헤쳐진 악"	"<b>모든</b> 하수인에게 피해를 3 줍니다. 이 카드를 상대편의 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe7b639c9811c3efa10bb1cc00e246bc99307148387eb651ff792bf7371b43b1.png"	""	"악은 결코 쉬지 않는다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/99ada0f747d97c468358aa284a959bf57d51bc0a1e6a9d053783d701032c7021.png"	{"relevant":true,"constructed":true}
38456	1	"38456-spreading-madness"	9	[]	6	5	21	3	"Mauricio Herrera"	3	"퍼져가는 광기"	"<b>모든</b> 캐릭터에게 13의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f1cfad501dcf993f5284a6744f59cbfaeecc7355e742fdc4304ee6dcd663063.png"	""	"광기가 퍼지는 것을 막기 위해 어둠골의 주민들은 수술용 마스크를 착용하고 다닌답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/27ab0a471c8510f0f1421e07cdd4dd139844b0a13fe3b42cfc256e2a626ba48c.png"	{"relevant":true,"constructed":true}
756	1	"756-equality"	5	[]	5	5	3	3	"Michal Ivan"	2	"평등"	"<b>모든</b> 하수인의 생명력을 1로 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d68b1e4ba041b02b9e0dc32ae3fd3c7ba1611e633ebf4fc6c069bc7f04332d3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a424fec3cfb6efd8d7be4f18e6467abd4375c15ee62f28920d5d104571507252.png"	"우리는 모두 세상 하나뿐인 눈송이랍니다... 생명력이 1밖에 안 되는 눈송이요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9109356635f9cc3c049716039d05d449575c843e93d1f2d32be7845a98ff99b0.png"	{"relevant":true,"constructed":true}
394	1	"394-explosive-shot"	3	[]	2	5	3	3	"Tom Baxa"	5	"폭발 사격"	"하수인에게 피해를 5 주고 그 양옆의 하수인들에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2042059388df6186f3459e1a9dbd159c00635120d14d1cd7fc6d8856d3f3dfab.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0b2d03593dfef8d466e3dfeff696a93217aa3a168b39b9e9d7f8c23a859dfc6.png"	"안전핀을 제거하고 속으로 5까지 센 다음 쏘세요! 그리고 엎드리세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/71851aeba09c92525ebced6addfa1b4ea38d35ec0c06f5412aa83d9f83d3dbf5.png"	{"relevant":true,"constructed":true}
61224	1	"61224-stormstrike"	8	[]	4	5	1466	1	"Jim Nelson"	3	"폭풍의 일격"	"하수인에게 피해를 3 줍니다. 이번 턴에 내 영웅에게 공격력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1927e75806a56657157abe997aa09ba8facb11f60f8464b89ebe9046aeaac7da.png"	""	"깜빡하고 보조배터리 충전 안해놨을때.jpg"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb8054a2148cfec79994386e84421429418f07e62e11b9a520d2d9a8131a5011.png"	{"relevant":true,"constructed":true}
1092	1	"1092-mortal-coil"	9	[]	6	5	1635	2	"Matt Gaser"	1	"필멸의 고리"	"하수인에게 피해를 1 줍니다. 이 피해로 하수인이 죽으면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0de1ada9f25e858b990d677a0e2fa6e87b29c49ad20a8d24a9a17a9d819d56d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35ba722aaf8081c65ef3a95c0e4a79cd08c2d8ee961ee1aef84dc7e1764b2132.png"	"굳이 마나를 해골 모양으로 변형시킨 노력이 가상하지 않습니까? 상으로 카드 1장은 줍시다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f01d8be75ef1e311ffa3b16b42c5493d921f0c77838c758ccb5aff270f0d7c16.png"	{"relevant":true,"constructed":true}
73464	1	"73464-seaweed-strike"	2	[]	4	5	1658	4	"Hideaki Takamura"	3	"해초 공격"	"하수인에게 피해를 4 줍니다. 내 손에 있을 때 나가를 냈으면, 이번 턴에 내 영웅에게 공격력도 +4 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e09c851623387a2d88246b8409a6498fc1c25d97a6c64f12ba46180bc8604a5.png"	""	"왜 기계 주변에는 항상 무언가 엉켜있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/140e17d47300909c5de8f73a2f2afa168ff896add203525bc4f7394c75e4eabf.png"	{"relevant":true,"constructed":true}
86438	1	"86438-tear-reality"	4	[]	1	5	1776	1	"Vika Yarova"	4	"현실 절단"	"과거의 무작위 마법사 주문 둘을 내 손으로 가져옵니다. 그 주문들의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6133f54f720a56d9aaf054c6d9ecc532332f1a1d322739d86c6af971d97b03b.png"	""	"검은 꽃, 웃는 화분, 초회 한정판 드랙티르가 나온 적도 있답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49101a294c40b4c3b36f4f7241f0becc0cbc29c9fdd14897791ba708421c715c.png"	{"relevant":true,"constructed":true}
61885	1	"61885-deck-of-chaos"	9	[]	6	5	1466	5	"Evgeniy Dlinnov"	5	"혼돈의 덱"	"내 덱에 있는 모든 하수인들의 비용과 공격력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee083176be61cab632c2276637a58ea96c8ef990e587d363ae458f08a8324e58.png"	""	"혼돈 속에도 질서가 존재하는 법입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc2ccac16cb180c76799eb7d9d804bd6e36558d391e7aecfaaf0b7a34fb5975a.png"	{"relevant":true,"constructed":true}
39712	1	"39712-maelstrom-portal"	8	[]	4	5	23	3	"Daria Tuzova"	2	"혼돈의 소용돌이 차원문"	"모든 적 하수인에게 피해를 1 줍니다. 비용이 1인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04b153550268139e823b32adc4026a8456a6e9f5c1c688b341db9dac56aab7c6.png"	""	"아주 유명한 휴양지라고 광고합니다. 그런데 왜 선불을 고집할까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/762711bf0195759afb0cb75d73dc3e2d372ecd1f648fd471641ed301fbd8f3d0.png"	{"relevant":true,"constructed":true}
56791	1	"56791-chaos-strike"	14	[]	7	5	1635	2	"Zoltan Boros"	2	"혼돈의 일격"	"이번 턴에 내 영웅이 공격력을 +2 얻습니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a42ffad0e1609fe87c85859247f7193bb8c5e9ce00242ebc65e445c9e791b90.png"	""	"혼돈은 예상하지 못한 때 찾아오는 법이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a3174d0af59eff27e82a51ba9ed0ba04e4f7f0f6975b52ad4aacf319b12305b0.png"	{"relevant":true,"constructed":true}
57847	1	"57847-chaos-nova"	14	[]	7	5	1635	2	"Rafael Zanchetin"	5	"혼돈의 회오리"	"<b>모든</b> 하수인에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ea2a061a14977d1cdf3dc9d0386b417a49b4cbdf8556d66dc8c327d173c6e88.png"	""	"회오리가 휘몰아친 곳에는 허망한 혼돈만이 남으리."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/78c24436a9851fd028772e5fbf9be20ce25c7f8ca4d4374084e949d95c9c8e04.png"	{"relevant":true,"constructed":true}
63347	1	"63347-against-all-odds"	6	[]	5	5	1525	4	"Zoltan Boros"	5	"홀수에 맞서서"	"공격력이 홀수인 <b>모든</b> 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eecb6ff86d2d64ad503a21d19ef98857c44e4c8f004837d5566af2a183b5db0e.png"	""	"0도 짝수입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95116e4720c3f7047c6af0121053a8a9f98d6b4ef74cf60990c2fed6bbead559.png"	{"relevant":true,"constructed":true}
72651	1	"72651-volcanomancy"	4	[]	2	5	1658	4	"Alex Horley Orlandelli"	2	"화산술"	"하수인을 선택합니다. 그 하수인이 죽으면, 다른 <b>모든</b> 하수인에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f74f1b33c3c5554828556a46de4dd6effbf2608a4617f79d2527fe2bbceaf0fc.png"	""	"자나깨나 화산조심, 꺼진 화산도 다시 보자."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0863b12327aae478b9debe943b538431e3d6ff8de8b7b2ee2e60ed6f70fd99ee.png"	{"relevant":true,"constructed":true}
315	1	"315-fireball"	4	[]	2	5	1635	2	"Ralph Horsley"	4	"화염구"	"피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2059d65adb1ce5563f7edad205152642e9442f5e447e2b2e5b4f4766be63c978.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e87a42598f8f41210ca04ff5ab99d1cc5d928809e9f4c9e2ab5ccf636a049f8.png"	"이 주문은 뭐든 불태울 때 좋습니다. 혹시 뭔가 살짝 굽거나 따뜻하게 만드는 주문을 찾으셨다면 죄송합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d946aacfcfacdf86284a6f3350956349cec9674148a928d64f39d9e341d502b.png"	{"relevant":true,"constructed":true}
54429	1	"54429-plague-of-flames"	9	[]	2	5	1158	3	"Armand Serrano"	1	"화염의 역병"	"<b>모든</b> 아군 하수인을 처치합니다. 처치한만큼 무작위 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/199a28ba35b1c036abe0196208824b77aa80abf08a43747595ebed03106e9f82.png"	""	"\"이런 게 등가교환이라는 거예요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d88e0beeff913b89d038e99499f1c3d054575d9ed7ee035e3ead62126a3a4e15.png"	{"relevant":true,"constructed":true}
1927	1	"1927-flamecannon"	4	[]	2	5	13	1	"Mauricio Herrera"	2	"화염포"	"무작위 적 하수인에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/15dc7225855f6419755a5a1fe0cbcad70d9a8d68b37e313aaf3e2ba0e5ec4d09.png"	""	"화염포를 써본 사람은 결국 이 역시도 다른 고블린 장비와 다를 바 없음을 알게 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a3a850593bb204071094c8be7df9ced0c348cc7d4603e7df8afe6822d9c30881.png"	{"relevant":true,"constructed":true}
77642	1	"77642-solid-alibi"	4	[]	3	5	1691	4	"Jakub Kasper"	3	"확고한 알리바이"	"내 다음 턴까지 내 영웅이 한 번에 받는 피해가 1로 고정됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/49a4c8ced95319829da13aebce95d9390f168f0c6667740e148c4dc671edacc7.png"	""	"저 방석은 너무 많은 걸 알아버렸습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/092a913d66cf8f40c76e551455b1275c8811a03f90baa610a2871e6b5d045003.png"	{"relevant":true,"constructed":true}
59621	1	"59621-potion-of-illusion"	12	[4,7]	1	5	1443	4	"Arthur Gimaldinov"	4	"환영의 물약"	"아군 하수인들을 1/1 하수인으로 복사하여 내 손으로 가져옵니다. 그 하수인들의 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c28f83ba84529c13218142c2a898e15d17efc29c7a735463bfb7c773df29df7.png"	""	"안타깝게도 이 병 속 수많은 얼굴들을 본 눈은 어떤 물약으로도 정화할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a885d0e6e34eebcf4f235c31297f4611b2b3b5a3a9f37333fa590bc878ad4bc5.png"	{"relevant":true,"constructed":true}
41212	1	"41212-mimic-pod"	7	[]	4	5	27	3	"Zoltan Boros"	3	"흉내쟁이 깍지"	"카드를 뽑습니다. 그 카드를 복사하여 1장 더 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e16eab8a96846d21741d8de0058d7ec6f2dff6da8b55b3209b55287bc11027f.png"	""	"설마 여기서 복사복사 열매가...?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7643f6635f9a41369d3494dd9c8efd9b3df0f62501e99b3840c9c6f831292db1.png"	{"relevant":true,"constructed":true}
63191	1	"63191-grimoire-of-sacrifice"	9	[]	6	5	1525	1	"Evgeniy Dlinnov"	1	"흑마법서: 희생"	"아군 하수인을 처치하고, 모든 적 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/db4c5bf91743b4375335f09551f391ca6e239c3018a365b99262ca281db4e200.png"	""	"\"잠자기 전에 이 책을 읽어준다고요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/136def7e148121405415f851c5d57eb2d1f7568bd5990e8d76eca1b68ce1c30c.png"	{"relevant":true,"constructed":true}
163	1	"163-sacrificial-pact"	9	[]	6	5	1635	2	"Jim Nelson"	0	"희생의 서약"	"아군 악마를 처치합니다. 내 영웅이 생명력을 5 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41cc7c9ebc042c769e6fbe784cc4c753a38421511e2a9312148214b759eabe18.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8457fd6fc39a8f0de039a96a0793c64cf7e76416c539a71d943997bf959dd508.png"	"악마와 흑마법사 사이의 미묘한 긴장감은 이 주문에서 비롯됐다고 봐도 과언이 아닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d4ef788836d483a7df818c766c8ee0441c3af482a917cbfb5bd08104b785db60.png"	{"relevant":true,"constructed":true}
70	1	"70-blessing-of-might"	5	[]	5	5	1635	2	"Zoltan Boros"	1	"힘의 축복"	"하수인에게 공격력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd3e5a627759139bf01a6454598d5a48ffcd030249560d013e9a903ac20ff785.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4be1a428f0327f0d8844ce2ec0ad2c494c395cdb53039ee6b5c9a0832cca414d.png"	"\"이런 내가 힘까지 세지면 어떨 것 같아?\" - 토드 매클, 최근에 상향된 징벌 성기사"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf1330935389021ca6fab6205c8511b846e2338081b806f99a19a7e7d1c46575.png"	{"relevant":true,"constructed":true}
